USER_TUNE_MVIEW                 tune_mview catalog view owned by the user                                                                                                               
USER_EXTERNAL_TABLES            Description of the user's own external tables                                                                                                                    
ALL_EXTERNAL_TABLES             Description of the external tables accessible to the user                                                                                                                   
DBA_EXTERNAL_TABLES             Description of the external tables accessible to the DBA                                                                                                                   
USER_EXTERNAL_LOCATIONS         Description of the user's external tables locations                                                                                                                       
ALL_EXTERNAL_LOCATIONS          Description of the external tables locations accessible to the user                                                                                                                      
DBA_EXTERNAL_LOCATIONS          Description of the external tables locations accessible to the DBA                                                                                                                      
USER_RECYCLEBIN                 User view of his recyclebin                                                                                                               
DBA_RECYCLEBIN                  Description of the Recyclebin view accessible to the user                                                                                                              
DBA_CONNECT_ROLE_GRANTEES       Information regarding which users are granted CONNECT                                                                                                                         
USER_ERRORS                     Current errors on stored objects owned by the user                                                                                                           
ALL_ERRORS                      Current errors on stored objects that user is allowed to create                                                                                                          
DBA_ERRORS                      Current errors on all stored objects in the database                                                                                                          
ALL_SOURCE                      Current source on stored objects that user is allowed to create                                                                                                          
DBA_SOURCE                      Source of all stored objects in the database                                                                                                          
USER_TRIGGERS                   Triggers owned by the user                                                                                                             
ALL_TRIGGERS                    Triggers accessible to the current user                                                                                                            
DBA_TRIGGERS                    All triggers in the database                                                                                                            
USER_INTERNAL_TRIGGERS          Description of the internal triggers on the user's own tables                                                                                                                      
ALL_INTERNAL_TRIGGERS           Description of the internal triggers on the tables accessible to the user                                                                                                                     
DBA_INTERNAL_TRIGGERS           Description of the internal triggers on all tables in the database                                                                                                                     
USER_TRIGGER_COLS               Column usage in user's triggers                                                                                                                 
ALL_TRIGGER_COLS                Column usage in user's triggers or in triggers on user's tables                                                                                                                
DBA_TRIGGER_COLS                Column usage in all triggers                                                                                                                
USER_DEPENDENCIES               Dependencies to and from a users objects                                                                                                                 
ALL_DEPENDENCIES                Dependencies to and from objects accessible to the user                                                                                                                
DBA_DEPENDENCIES                Dependencies to and from objects                                                                                                                
DBA_OBJECT_SIZE                 Sizes, in bytes, of various pl/sql objects                                                                                                               
USER_OBJECT_SIZE                Sizes, in bytes, of various pl/sql objects                                                                                                                
USER_JOBS                       All jobs owned by this user                                                                                                         
USER_WARNING_SETTINGS           Warning Parameter settings for objects owned by the user                                                                                                                     
ALL_WARNING_SETTINGS            Warnings ettings for objects accessible to the user                                                                                                                    
DBA_WARNING_SETTINGS            warning settings for all objects                                                                                                                    
USER_SEGMENTS                   Storage allocated for all database segments                                                                                                             
DBA_SEGMENTS                    Storage allocated for all database segments                                                                                                            
USER_SOURCE                     Source of stored objects accessible to the user                                                                                                           
DBA_SEGMENTS_OLD                Storage allocated for all database segments                                                                                                                
USER_EXTENTS                    Extents comprising segments owned by the user                                                                                                            
DBA_EXTENTS                     Extents comprising all segments in the database                                                                                                           
DBA_UNDO_EXTENTS                Extents comprising all segments in the system managed undo tablespaces                                                                                                                
DBA_LMT_USED_EXTENTS            All extents in the locally managed tablespaces                                                                                                                    
DBA_DMT_USED_EXTENTS            All extents in the dictionary managed tablespaces                                                                                                                    
USER_FREE_SPACE                 Free extents in tablespaces accessible to the user                                                                                                               
DBA_FREE_SPACE                  Free extents in all tablespaces                                                                                                              
DBA_LMT_FREE_SPACE              Free extents in all locally managed tablespaces                                                                                                                  
DBA_DMT_FREE_SPACE              Free extents in all dictionary managed tablespaces                                                                                                                  
DBA_FREE_SPACE_COALESCED        Statistics on Coalesced Space in Tablespaces                                                                                                                        
DBA_DATA_FILES                  Information about database data files                                                                                                              
DBA_JOBS_RUNNING                All jobs in the database which are currently running, join v$lock and job$                                                                                                                
DBA_JOBS                        All jobs in the database                                                                                                        
USER_TABLESPACES                Description of accessible tablespaces                                                                                                                
DBA_TABLESPACES                 Description of all tablespaces                                                                                                               
DBA_TEMP_FILES                  Information about database temp files                                                                                                              
DBA_TABLESPACE_GROUPS           Description of all tablespace groups                                                                                                                     
DBA_TABLESPACE_USAGE_METRICS    Description of all tablespace space usage metrics                                                                                                                            
USER_TS_QUOTAS                  Tablespace quotas for the user                                                                                                              
DBA_TS_QUOTAS                   Tablespace quotas for all users                                                                                                             
ALL_CONTEXT                     Description of all active context namespaces under the current session                                                                                                           
DBA_CONTEXT                     Description of all context namespace information                                                                                                           
DBA_GLOBAL_CONTEXT              Description of all context information accessible globally                                                                                                                  
DBA_OPTSTAT_OPERATIONS          History of statistics operations performed                                                                                                                      
ALL_TAB_STATS_HISTORY           History of table statistics modifications                                                                                                                     
DBA_TAB_STATS_HISTORY           History of table statistics modifications                                                                                                                     
USER_TAB_STATS_HISTORY          History of table statistics modifications                                                                                                                      
DBA_PENDING_TRANSACTIONS        information about unresolved global transactions                                                                                                                        
USER_RULE_SETS                  Rule sets owned by the user                                                                                                              
ALL_RULE_SETS                   Rule sets seen by the user                                                                                                             
DBA_RULE_SETS                   Rule sets in the database                                                                                                             
USER_RULESETS                   Rulesets owned by the user: maintained for backward compatibility                                                                                                             
ALL_RULESETS                    Rulesets seen by the user: maintained for backward compatibility                                                                                                            
DBA_RULESETS                    Rulesets in the database: maintained for backward compatibility                                                                                                            
USER_RULES                      Rules owned by the user                                                                                                          
ALL_RULES                       Rules seen by the user                                                                                                         
DBA_RULES                       Rules in the databse                                                                                                         
USER_RULE_SET_RULES             Rules in user rule sets                                                                                                                   
ALL_RULE_SET_RULES              Rules in all rule sets seen by the user                                                                                                                  
DBA_RULE_SET_RULES              Rules in all rule sets in the database                                                                                                                  
USER_EVALUATION_CONTEXTS        rule evaluation contexts owned by user                                                                                                                        
ALL_EVALUATION_CONTEXTS         rule evaluation contexts seen by user                                                                                                                       
DBA_EVALUATION_CONTEXTS         rule evaluation contexts in the database                                                                                                                       
USER_EVALUATION_CONTEXT_TABLES  tables in user rule evaluation contexts                                                                                                                              
ALL_EVALUATION_CONTEXT_TABLES   tables in all rule evaluation contexts seen by the user                                                                                                                             
DBA_EVALUATION_CONTEXT_TABLES   tables in all rule evaluation contexts in the database                                                                                                                             
USER_EVALUATION_CONTEXT_VARS    variables in user rule evaluation contexts                                                                                                                            
USER_QUEUE_SUBSCRIBERS          queue subscribers under a user'schema                                                                                                                      
ALL_QUEUE_SUBSCRIBERS           All queue subscribers accessible to user                                                                                                                     
DBA_QUEUE_SUBSCRIBERS           queue subscribers in the database                                                                                                                     
DBA_RSRC_PLANS                  All the resource plans                                                                                                              
DBA_RSRC_CONSUMER_GROUPS        all the resource consumer groups                                                                                                                        
DBA_RSRC_PLAN_DIRECTIVES        all the resource plan directives                                                                                                                        
DBA_RSRC_CONSUMER_GROUP_PRIVS   Switch privileges for consumer groups                                                                                                                             
DBA_RSRC_MANAGER_SYSTEM_PRIVS   system privileges for the resource manager                                                                                                                             
USER_RSRC_MANAGER_SYSTEM_PRIVS  system privileges for the resource manager for the user                                                                                                                              
DBA_RSRC_GROUP_MAPPINGS         all the consumer group mappings                                                                                                                       
DBA_RSRC_MAPPING_PRIORITY       the consumer group mapping attribute priorities                                                                                                                         
DBA_SNAPSHOTS                   All snapshots in the database                                                                                                             
ALL_SNAPSHOTS                   Snapshots the user can access                                                                                                             
USER_SNAPSHOTS                  Snapshots the user can look at                                                                                                              
ALL_EVALUATION_CONTEXT_VARS     variables in all rule evaluation contexts seen by the user                                                                                                                           
DBA_EVALUATION_CONTEXT_VARS     variables in all rule evaluation contexts in the database                                                                                                                           
DBA_QUEUE_TABLES                All queue tables created in the database                                                                                                                
ALL_QUEUE_TABLES                All queue tables accessible to the user                                                                                                                
USER_QUEUE_TABLES               All queue tables created by the user                                                                                                                 
DBA_QUEUES                      All database queues                                                                                                          
ALL_QUEUES                      All queues accessible to the user                                                                                                          
ALL_DEQUEUE_QUEUES              All queues accessible to the user                                                                                                                  
USER_QUEUES                     All queues owned by the user                                                                                                           
DBA_SNAPSHOT_LOGS               All snapshot logs in the database                                                                                                                 
ALL_SNAPSHOT_LOGS               All snapshot logs in the database that the user can see                                                                                                                 
USER_SNAPSHOT_LOGS              All snapshot logs owned by the user                                                                                                                  
ALL_REFRESH                     All the refresh groups that the user can touch                                                                                                           
USER_REFRESH                    All the refresh groups                                                                                                            
USER_RSRC_CONSUMER_GROUP_PRIVS  Switch privileges for consumer groups for the user                                                                                                                              
ALL_REFRESH_CHILDREN            All the objects in refresh groups, where the user can touch the group                                                                                                                    
USER_REFRESH_CHILDREN           All the objects in refresh groups, where the user owns the refresh group                                                                                                                     
DBA_REGISTERED_SNAPSHOTS        Remote snapshots of local tables                                                                                                                        
ALL_REGISTERED_SNAPSHOTS        Remote snapshots of local tables that the user can see                                                                                                                        
DBA_RCHILD                      All the children in any refresh group.  This view is not a join.                                                                                                          
DBA_RGROUP                      All refresh groups.  This view is not a join.                                                                                                          
DBA_REFRESH                     All the refresh groups                                                                                                           
USER_REGISTERED_SNAPSHOTS       Remote snapshots of local tables currently using logs owned by the user                                                                                                                         
DBA_MVIEWS                      All materialized views in the database                                                                                                          
DBA_REFRESH_CHILDREN            All the objects in refresh groups                                                                                                                    
ALL_MVIEWS                      All materialized views in the database                                                                                                          
USER_MVIEWS                     All materialized views in the database                                                                                                           
DBA_MVIEW_REFRESH_TIMES         All fast refreshable materialized views and their last refresh times for each master table                                                                                                                       
ALL_MVIEW_REFRESH_TIMES         Materialized views and their last refresh times  for each master table that the user can look at                                                                                                                       
USER_MVIEW_REFRESH_TIMES        Materialized views and their last refresh times for each master table that the user can look at                                                                                                                        
DBA_MVIEW_LOGS                  All materialized view logs in the database                                                                                                              
ALL_MVIEW_LOGS                  All materialized view logs in the database that the user can see                                                                                                              
USER_MVIEW_LOGS                 All materialized view logs owned by the user                                                                                                               
DBA_BASE_TABLE_MVIEWS           All materialized views with log(s) in the database                                                                                                                     
ALL_BASE_TABLE_MVIEWS           All materialized views with log(s) in the database that the user can see                                                                                                                     
USER_BASE_TABLE_MVIEWS          All materialized views with log(s) owned by the user in the database                                                                                                                      
DBA_REGISTERED_MVIEWS           Remote materialized views of local tables                                                                                                                     
ALL_REGISTERED_MVIEWS           Remote materialized views of local tables that the user can see                                                                                                                     
USER_REGISTERED_MVIEWS          Remote materialized views of local tables currently using logs owned by the user                                                                                                                      
DBA_MVIEW_LOG_FILTER_COLS       All filter columns (excluding PK cols) being logged in the materialized view logs                                                                                                                         
DBA_SCHEDULER_PROGRAMS          All scheduler programs in the database                                                                                                                      
USER_SCHEDULER_PROGRAMS         Scheduler programs owned by the current user                                                                                                                       
ALL_SCHEDULER_PROGRAMS          All scheduler programs visible to the user                                                                                                                      
DBA_SCHEDULER_JOBS              All scheduler jobs in the database                                                                                                                  
USER_SCHEDULER_JOBS             All scheduler jobs in the database                                                                                                                   
ALL_SCHEDULER_JOBS              All scheduler jobs visible to the user                                                                                                                  
DBA_SCHEDULER_JOB_CLASSES       All scheduler classes in the database                                                                                                                         
ALL_SCHEDULER_JOB_CLASSES       All scheduler classes visible to the user                                                                                                                         
DBA_SCHEDULER_WINDOWS           All scheduler windows in the database                                                                                                                     
ALL_SCHEDULER_WINDOWS           All scheduler windows in the database                                                                                                                     
DBA_SCHEDULER_PROGRAM_ARGS      All arguments of all scheduler programs in the database                                                                                                                          
USER_SCHEDULER_PROGRAM_ARGS     All arguments of all scheduler programs in the database                                                                                                                           
ALL_SCHEDULER_PROGRAM_ARGS      All arguments of all scheduler programs visible to the user                                                                                                                          
DBA_SCHEDULER_JOB_ARGS          All arguments with set values of all scheduler jobs in the database                                                                                                                      
USER_SCHEDULER_JOB_ARGS         All arguments with set values of all scheduler jobs in the database                                                                                                                       
ALL_SCHEDULER_JOB_ARGS          All arguments with set values of all scheduler jobs in the database                                                                                                                      
DBA_SCHEDULER_JOB_LOG           Logged information for all scheduler jobs                                                                                                                     
DBA_SCHEDULER_JOB_RUN_DETAILS   The details of a job run                                                                                                                             
USER_SCHEDULER_JOB_LOG          Logged information for all scheduler jobs                                                                                                                      
USER_SCHEDULER_JOB_RUN_DETAILS  The details of a job run                                                                                                                              
ALL_SCHEDULER_JOB_LOG           Logged information for all scheduler jobs                                                                                                                     
ALL_SCHEDULER_JOB_RUN_DETAILS   The details of a job run                                                                                                                             
DBA_SCHEDULER_WINDOW_LOG        Logged information for all scheduler windows                                                                                                                        
DBA_SCHEDULER_WINDOW_DETAILS    The details of a window                                                                                                                            
ALL_SCHEDULER_WINDOW_LOG        Logged information for all scheduler windows                                                                                                                        
ALL_SCHEDULER_WINDOW_DETAILS    The details of a window                                                                                                                            
DBA_SCHEDULER_WINDOW_GROUPS     All scheduler window groups in the database                                                                                                                           
ALL_SCHEDULER_WINDOW_GROUPS     All scheduler window groups in the database                                                                                                                           
DBA_SCHEDULER_WINGROUP_MEMBERS  Members of all scheduler window groups in the database                                                                                                                              
ALL_SCHEDULER_WINGROUP_MEMBERS  Members of all scheduler window groups in the database                                                                                                                              
DBA_SCHEDULER_SCHEDULES         All schedules in the database                                                                                                                       
USER_SCHEDULER_SCHEDULES        Schedules belonging to the current user                                                                                                                        
ALL_SCHEDULER_SCHEDULES         All schedules in the database                                                                                                                       
DBA_SCHEDULER_GLOBAL_ATTRIBUTE  All scheduler global attributes                                                                                                                              
ALL_SCHEDULER_GLOBAL_ATTRIBUTE  All scheduler global attributes                                                                                                                              
DBA_SCHEDULER_CHAINS            All scheduler chains in the database                                                                                                                    
USER_SCHEDULER_CHAINS           All scheduler chains owned by the current user                                                                                                                     
ALL_SCHEDULER_CHAINS            All scheduler chains in the database visible to current user                                                                                                                    
DBA_SCHEDULER_CHAIN_RULES       All rules from scheduler chains in the database                                                                                                                         
USER_SCHEDULER_CHAIN_RULES      All rules from scheduler chains owned by the current user                                                                                                                          
ALL_SCHEDULER_CHAIN_RULES       All rules from scheduler chains visible to the current user                                                                                                                         
DBA_SCHEDULER_CHAIN_STEPS       All steps of scheduler chains in the database                                                                                                                         
USER_SCHEDULER_CHAIN_STEPS      All steps of scheduler chains owned by the current user                                                                                                                          
ALL_SCHEDULER_CHAIN_STEPS       All steps of scheduler chains visible to the current user                                                                                                                         
DBA_SCHEDULER_RUNNING_CHAINS    All steps of all running chains in the database                                                                                                                            
USER_SCHEDULER_RUNNING_CHAINS   All steps of chains being run by jobs owned by the current user                                                                                                                             
ALL_SCHEDULER_RUNNING_CHAINS    All job steps of running job chains visible to the user                                                                                                                            
DBA_POLICIES                    All row level security policies in the database                                                                                                            
ALL_POLICIES                    All policies for objects if the user has system privileges or owns the objects                                                                                                            
USER_POLICIES                   All row level security policies for synonyms, tables, or views owned by the user                                                                                                             
USER_POLICY_GROUPS              All policy groups defined for any synonym, table, or view                                                                                                                  
DBA_POLICY_CONTEXTS             All policy driving context defined for any synonym, table, or view in the database                                                                                                                   
ALL_POLICY_CONTEXTS             All policy driving context defined for all synonyms, tables, or views accessable to the user                                                                                                                   
USER_POLICY_CONTEXTS            All policy driving context defined for synonyms, tables, or views in current schema                                                                                                                    
DBA_SEC_RELEVANT_COLS           Security Relevant columns of all VPD policies in the database                                                                                                                     
ALL_SEC_RELEVANT_COLS           Security Relevant columns of all VPD policies for tables or views which the user has access                                                                                                                     
USER_SEC_RELEVANT_COLS          Security Relevant columns of VPD policies for tables or views owned by the user                                                                                                                      
USER_OUTLINES                   Stored outlines owned by the user                                                                                                             
DBA_OUTLINES                    Stored outlines                                                                                                            
USER_OUTLINE_HINTS              Hints stored in outlines owned by the user                                                                                                                  
DBA_OUTLINE_HINTS               Hints stored in outlines                                                                                                                 
DBA_AUDIT_POLICIES              Fine grained auditing policies in the database                                                                                                                  
ALL_AUDIT_POLICIES              All fine grained auditing policies in the database                                                                                                                  
USER_AUDIT_POLICIES             All fine grained auditing policies for objects in user schema                                                                                                                   
DBA_POLICY_GROUPS               All policy groups defined for any synonym, table, view in the database                                                                                                                 
ALL_POLICY_GROUPS               All policy groups defined for any synonym, table or view accessable to the user                                                                                                                 
DBA_FGA_AUDIT_TRAIL             All fine grained audit event logs                                                                                                                   
DBA_COMMON_AUDIT_TRAIL          Combined Standard and Fine Grained audit trail entries                                                                                                                      
DBA_CAPTURE                     Details about the capture process                                                                                                           
DBA_AUDIT_POLICY_COLUMNS        All fine grained auditing policy columns in the database                                                                                                                        
ALL_AUDIT_POLICY_COLUMNS        All fine grained auditing policy columns in the database                                                                                                                        
USER_AUDIT_POLICY_COLUMNS       Users fine grained auditing policy columns in the database                                                                                                                         
ALL_CAPTURE                     Details about each capture process that stores the captured changes in a queue visible to the current user                                                                                                           
DBA_CAPTURE_PARAMETERS          All parameters for capture process                                                                                                                      
ALL_CAPTURE_PARAMETERS          Details about parameters for each capture process that stores the captured changes in a queue visible to the current user                                                                                                                      
DBA_CAPTURE_PREPARED_DATABASE   Is the local database prepared for instantiation?                                                                                                                             
ALL_CAPTURE_PREPARED_DATABASE   Is the local database prepared for instantiation?                                                                                                                             
DBA_CAPTURE_PREPARED_SCHEMAS    All schemas at the local database that are prepared for instantiation                                                                                                                            
DBA_REPCONFLICT                 All conflicts for which users have specified resolutions in the database                                                                                                               
ALL_REPCONFLICT                 All conflicts with available resolutions for user's replicated tables                                                                                                               
DBA_REPRESOLUTION_METHOD        All conflict resolution methods in the database                                                                                                                        
ALL_REPRESOLUTION_METHOD        All conflict resolution methods accessible to the user                                                                                                                        
USER_REPRESOLUTION_METHOD       All conflict resolution methods accessible to the user                                                                                                                         
DBA_REPRESOLUTION               Description of all conflict resolutions in the database                                                                                                                 
ALL_REPRESOLUTION               Description of all conflict resolutions for replicated tables which are accessible to the user                                                                                                                 
USER_REPRESOLUTION              Description of all conflict resolutions for user's replicated tables                                                                                                                  
DBA_REPRESOLUTION_STATISTICS    Statistics for conflict resolutions for all replicated tables in the database                                                                                                                            
ALL_REPRESOLUTION_STATISTICS    Statistics for conflict resolutions for replicated tables which are accessible to the user                                                                                                                            
USER_REPRESOLUTION_STATISTICS   Statistics for conflict resolutions for user's replicated tables                                                                                                                             
DBA_REPRESOL_STATS_CONTROL      Information about statistics collection for conflict resolutions for all replicated tables in the database                                                                                                                          
ALL_REPRESOL_STATS_CONTROL      Information about statistics collection for conflict resolutions for replicated tables which are accessible to the user                                                                                                                          
